ID,NumAff,NumImm,IDPeriode,MontantDeclaration
36805,AFF0255,IMM02851,202405,2409.82
36806,AFF0323,IMM06692,202305,4485.48
36807,AFF0182,IMM01454,202412,-6820.69
36808,AFF0136,IMM07870,202402,8609.14
36809,AFF0231,IMM08511,202301,-6849.07
36810,AFF0110,IMM06712,202312,6430.9
36811,AFF0405,IMM08448,202408,2530.66
36812,AFF0127,IMM05312,202411,2713.33
36813,AFF0004,IMM00035,202312,-3971.61
36814,AFF0460,IMM00354,202301,9985.63
36815,AFF0279,IMM06432,202309,-2943.49
36816,AFF0059,IMM05642,202302,-5184.21
36817,AFF0372,IMM08544,202406,-3581.09
36818,AFF0458,IMM03444,202312,8436.9
36819,AFF0291,IMM05688,202301,-8454.07
36820,AFF0220,IMM08929,202301,7792.34
36821,AFF0319,IMM06932,202303,3716.66
36822,AFF0362,IMM09861,202405,-7769.05
36823,AFF0208,IMM00173,202303,6005.51
36824,AFF0018,IMM01934,202410,5780.15
36825,AFF0283,IMM07521,202406,1039.84
36826,AFF0483,IMM05973,202302,-2635.3
36827,AFF0237,IMM00276,202406,4577.4
36828,AFF0280,IMM06299,202405,-9832.64
36829,AFF0096,IMM03955,202302,8238.87
36830,AFF0094,IMM05633,202307,-5723.99
36831,AFF0225,IMM05371,202303,-6406.84
36832,AFF0053,IMM08777,202304,5429.59
36833,AFF0186,IMM09485,202303,4734.55
36834,AFF0140,IMM08020,202310,4793.69
36835,AFF0478,IMM08508,202305,-7550.99
36836,AFF0257,IMM04913,202401,-2327.57
36837,AFF0303,IMM05482,202409,6667.01
36838,AFF0475,IMM03339,202302,-1486.05
36839,AFF0488,IMM00571,202408,-7133.84
36840,AFF0152,IMM03173,202412,4320.84
36841,AFF0016,IMM06483,202305,8270.34
36842,AFF0496,IMM01424,202306,5572.22
36843,AFF0487,IMM05743,202410,-1000.6
36844,AFF0334,IMM09587,202306,1098.68
36845,AFF0466,IMM02335,202311,2691.5
36846,AFF0210,IMM07975,202411,401.77
36847,AFF0255,IMM06927,202404,9294.62
36848,AFF0448,IMM08314,202406,-1297.06
36849,AFF0138,IMM02201,202301,-1006.79
36850,AFF0344,IMM02485,202412,-6300.06
36851,AFF0238,IMM05784,202311,-9736.19
36852,AFF0241,IMM05196,202304,7507.73
36853,AFF0184,IMM05787,202407,7753.49
36854,AFF0476,IMM01350,202412,-8352.63
36855,AFF0021,IMM00530,202404,-7617.08
36856,AFF0099,IMM00056,202411,7544.45
36857,AFF0460,IMM05006,202309,-6904.03
36858,AFF0188,IMM09311,202401,-2976.8
36859,AFF0447,IMM06442,202404,237.31
36860,AFF0244,IMM01760,202309,-1210.99
36861,AFF0139,IMM09633,202306,-8674.03
36862,AFF0378,IMM00088,202403,3365.05
36863,AFF0484,IMM07195,202312,6549.41
36864,AFF0148,IMM06195,202403,785.02
36865,AFF0238,IMM03125,202305,-8761.72
36866,AFF0418,IMM03979,202301,239.07
36867,AFF0314,IMM02324,202403,-6371.1
36868,AFF0085,IMM05251,202402,-9222.04
36869,AFF0277,IMM00970,202303,959.54
36870,AFF0055,IMM05608,202307,8999.12
36871,AFF0039,IMM08121,202312,-8851.96
36872,AFF0487,IMM02880,202407,-7803.07
36873,AFF0361,IMM05065,202412,5342.63
36874,AFF0485,IMM04393,202310,-5682.04
36875,AFF0136,IMM07543,202307,-9845.43
36876,AFF0110,IMM07600,202407,2434.98
36877,AFF0057,IMM08212,202308,-9965.07
36878,AFF0276,IMM02818,202304,-394.54
36879,AFF0103,IMM06818,202301,-6041.38
36880,AFF0192,IMM08956,202312,-9358.66
36881,AFF0341,IMM00339,202408,-3010.32
36882,AFF0290,IMM05487,202312,1283.28
36883,AFF0342,IMM05649,202411,7089.12
36884,AFF0136,IMM02027,202311,-8642.75
36885,AFF0334,IMM07205,202410,7715.35
36886,AFF0499,IMM07753,202304,6443.63
36887,AFF0373,IMM07897,202302,5558.72
36888,AFF0016,IMM01905,202412,4400.26
36889,AFF0377,IMM03009,202310,1644.21
36890,AFF0036,IMM03413,202411,5558.71
36891,AFF0455,IMM04694,202411,-6021.17
36892,AFF0443,IMM02913,202307,-8831.96
36893,AFF0294,IMM06367,202307,2557.7
36894,AFF0394,IMM00416,202405,3438.13
36895,AFF0143,IMM01469,202406,2812.33
36896,AFF0340,IMM06058,202401,-768.97
36897,AFF0362,IMM03308,202411,1983.06
36898,AFF0444,IMM00727,202304,1482.67
36899,AFF0054,IMM01426,202301,-1062.71
36900,AFF0222,IMM04886,202404,-7670.34
36901,AFF0407,IMM05284,202412,1993.69
36902,AFF0212,IMM03212,202305,7055.07
36903,AFF0220,IMM03184,202301,-1660.93
36904,AFF0102,IMM00662,202401,-771.36
36905,AFF0216,IMM00307,202312,212.36
36906,AFF0271,IMM07667,202407,208.46
36907,AFF0215,IMM07604,202304,-1214.33
36908,AFF0336,IMM06532,202308,-8503.95
36909,AFF0071,IMM06631,202302,-7983.72
36910,AFF0069,IMM05353,202401,-5557.37
36911,AFF0082,IMM05640,202302,4137.14
36912,AFF0453,IMM07892,202410,300.49
36913,AFF0203,IMM03253,202406,-6385.22
36914,AFF0260,IMM08675,202302,-2440.86
36915,AFF0328,IMM03469,202412,2081.94
36916,AFF0314,IMM09873,202305,9550.49
36917,AFF0013,IMM08485,202305,-2392.29
36918,AFF0236,IMM00507,202310,-1087.96
36919,AFF0435,IMM05681,202408,6324.92
36920,AFF0011,IMM05167,202306,-8931.87
36921,AFF0282,IMM06982,202411,-8101.05
36922,AFF0491,IMM01118,202405,-4244.46
36923,AFF0486,IMM07673,202407,-4823.77
36924,AFF0153,IMM07397,202405,-9312.66
36925,AFF0069,IMM02652,202311,7778.37
36926,AFF0244,IMM03864,202410,3992.43
36927,AFF0273,IMM09904,202304,7507.43
36928,AFF0334,IMM02850,202308,985.68
36929,AFF0070,IMM08422,202307,-6231.66
36930,AFF0041,IMM03079,202408,6021.4
36931,AFF0225,IMM07480,202405,-5520.12
36932,AFF0198,IMM08181,202405,-4030.81
36933,AFF0132,IMM03441,202406,-549.56
36934,AFF0185,IMM02332,202405,-5229.99
36935,AFF0064,IMM08989,202401,-2374.66
36936,AFF0133,IMM01518,202310,4931.94
36937,AFF0468,IMM03613,202401,-202.12
36938,AFF0150,IMM00467,202311,-9314.75
36939,AFF0140,IMM06200,202403,-9592.72
36940,AFF0008,IMM07957,202402,-4766.45
36941,AFF0091,IMM09895,202403,3952.91
36942,AFF0043,IMM04865,202302,9105.66
36943,AFF0082,IMM07984,202301,-1780.87
36944,AFF0336,IMM04080,202403,1649.55
36945,AFF0387,IMM06903,202411,2556.72
36946,AFF0082,IMM01893,202405,1854.4
36947,AFF0456,IMM07082,202412,-1521.46
36948,AFF0389,IMM00826,202405,-7053.21
36949,AFF0140,IMM02438,202306,5906.08
36950,AFF0362,IMM09181,202304,-3970.5
36951,AFF0306,IMM02573,202410,3642.94
36952,AFF0180,IMM08148,202306,-1164.7
36953,AFF0133,IMM01918,202405,-8649.41
36954,AFF0130,IMM05235,202307,-6871.06
36955,AFF0392,IMM01998,202402,7442.73
36956,AFF0320,IMM01718,202402,-207.34
36957,AFF0017,IMM08987,202303,-7272.44
36958,AFF0089,IMM05717,202412,5264.03
36959,AFF0385,IMM02991,202408,7993.53
36960,AFF0291,IMM04248,202311,-6880.05
36961,AFF0193,IMM02079,202412,9895.79
36962,AFF0271,IMM00150,202403,-9330.29
36963,AFF0228,IMM05558,202405,85.31
36964,AFF0313,IMM09249,202403,-3952.22
36965,AFF0212,IMM00501,202410,2224.6
36966,AFF0105,IMM03845,202305,-5382.21
36967,AFF0102,IMM06625,202403,-7657.22
36968,AFF0422,IMM03108,202406,583.01
36969,AFF0309,IMM06383,202402,2322.37
36970,AFF0236,IMM00773,202412,9503.51
36971,AFF0203,IMM02688,202303,-4458.51
36972,AFF0369,IMM09756,202308,6634.74
36973,AFF0392,IMM09493,202304,-7326.23
36974,AFF0196,IMM00537,202406,8313.96
36975,AFF0364,IMM06490,202303,2194.3
36976,AFF0192,IMM05022,202402,-4915.85
36977,AFF0352,IMM02699,202402,96.63
36978,AFF0366,IMM04576,202301,372.77
36979,AFF0361,IMM05849,202311,2372.44
36980,AFF0467,IMM06555,202406,-3587.01
36981,AFF0370,IMM07042,202410,8985.94
36982,AFF0156,IMM00358,202406,-5485.96
36983,AFF0047,IMM03250,202310,2705.72
36984,AFF0379,IMM04133,202401,1830.65
36985,AFF0119,IMM00623,202301,-8068.51
36986,AFF0231,IMM09353,202312,-9882.67
36987,AFF0176,IMM04325,202408,-9076.52
36988,AFF0155,IMM04978,202411,4942.74
36989,AFF0035,IMM04069,202311,-9730.85
36990,AFF0490,IMM07578,202402,1382.0
36991,AFF0315,IMM09892,202304,-4283.84
36992,AFF0225,IMM04955,202308,6629.65
36993,AFF0150,IMM00470,202310,-831.68
36994,AFF0356,IMM01095,202404,-5024.64
36995,AFF0167,IMM00202,202307,-2531.68
36996,AFF0081,IMM09670,202310,-1956.24
36997,AFF0431,IMM01599,202410,-1567.76
36998,AFF0181,IMM04134,202307,6323.55
36999,AFF0040,IMM03432,202402,5716.37
37000,AFF0223,IMM02145,202312,7894.15
37001,AFF0465,IMM03968,202308,-3557.43
37002,AFF0437,IMM07666,202409,-2744.59
37003,AFF0248,IMM08706,202412,2925.82
37004,AFF0308,IMM06875,202408,-9800.06
37005,AFF0244,IMM03027,202402,3870.57
37006,AFF0188,IMM02835,202306,1564.02
37007,AFF0462,IMM04511,202301,7168.54
37008,AFF0359,IMM08741,202309,6359.75
37009,AFF0324,IMM02655,202303,4874.23
37010,AFF0244,IMM03367,202303,-9755.47
37011,AFF0321,IMM09757,202408,9657.5
37012,AFF0249,IMM03856,202306,-3821.74
37013,AFF0500,IMM03169,202409,5800.86
37014,AFF0498,IMM04183,202405,-2220.06
37015,AFF0336,IMM04073,202405,-479.43
37016,AFF0301,IMM01979,202302,8394.86
37017,AFF0169,IMM04950,202305,-7463.16
37018,AFF0489,IMM06276,202310,-8990.78
37019,AFF0457,IMM06283,202308,-7650.27
37020,AFF0258,IMM09468,202412,-7284.75
37021,AFF0218,IMM01294,202404,-7649.34
37022,AFF0438,IMM01580,202305,-5788.75
37023,AFF0023,IMM09852,202303,416.14
37024,AFF0075,IMM02630,202412,792.85
37025,AFF0479,IMM03785,202409,5221.3
37026,AFF0255,IMM04031,202305,8834.31
37027,AFF0480,IMM08979,202307,8467.67
37028,AFF0024,IMM05590,202404,1611.63
37029,AFF0236,IMM03686,202402,-1191.56
37030,AFF0264,IMM01469,202312,1471.88
37031,AFF0011,IMM04509,202312,-2038.63
37032,AFF0010,IMM09726,202305,1659.66
37033,AFF0301,IMM05889,202311,6780.96
37034,AFF0160,IMM02024,202310,-1896.07
37035,AFF0107,IMM06611,202309,-7644.13
37036,AFF0439,IMM01248,202305,-2691.73
37037,AFF0374,IMM08673,202401,5838.24
37038,AFF0150,IMM03365,202407,782.11
37039,AFF0340,IMM05361,202410,1622.06
37040,AFF0222,IMM02457,202409,-8509.86
37041,AFF0177,IMM06226,202409,4495.14
37042,AFF0072,IMM02032,202410,7246.3
37043,AFF0414,IMM01500,202306,-5129.4
37044,AFF0494,IMM04259,202406,-4491.57
37045,AFF0437,IMM00207,202305,-1789.53
37046,AFF0358,IMM06140,202302,2181.04
37047,AFF0353,IMM03728,202410,8296.72
37048,AFF0453,IMM08827,202311,328.52
37049,AFF0209,IMM02474,202404,5227.45
37050,AFF0322,IMM02725,202301,-7919.69
37051,AFF0078,IMM05935,202307,5889.41
37052,AFF0045,IMM01555,202301,-5217.34
37053,AFF0383,IMM09813,202310,9004.47
37054,AFF0160,IMM05125,202309,255.65
37055,AFF0051,IMM00436,202307,-3746.48
37056,AFF0223,IMM02248,202403,5494.17
37057,AFF0468,IMM01144,202404,9038.6
37058,AFF0457,IMM03775,202303,-1631.25
37059,AFF0029,IMM04644,202407,7812.5
37060,AFF0014,IMM01964,202312,-1632.47
37061,AFF0141,IMM04294,202306,4379.47
37062,AFF0044,IMM05755,202405,-1346.26
37063,AFF0268,IMM04293,202309,3426.52
37064,AFF0284,IMM08439,202409,6338.15
37065,AFF0400,IMM02464,202307,-1476.98
37066,AFF0168,IMM00655,202312,4591.36
37067,AFF0391,IMM01281,202411,7169.51
37068,AFF0034,IMM09071,202304,-5149.61
37069,AFF0183,IMM05054,202404,4054.81
37070,AFF0220,IMM01249,202306,9186.69
37071,AFF0012,IMM02754,202312,9785.86
37072,AFF0202,IMM06510,202309,-9667.35
37073,AFF0322,IMM01044,202304,8561.33
37074,AFF0428,IMM06183,202307,6772.99
37075,AFF0375,IMM09447,202309,9827.18
37076,AFF0427,IMM03763,202309,1632.94
37077,AFF0308,IMM07532,202402,8922.78
37078,AFF0417,IMM00084,202410,-8007.32
37079,AFF0404,IMM00439,202409,1618.39
37080,AFF0278,IMM05106,202309,762.88
37081,AFF0276,IMM00459,202407,3763.2
37082,AFF0094,IMM09568,202404,7266.1
37083,AFF0371,IMM05772,202412,-2221.79
37084,AFF0196,IMM09526,202308,3602.64
37085,AFF0356,IMM05545,202404,360.9
37086,AFF0134,IMM04399,202304,-7614.29
37087,AFF0241,IMM03529,202409,589.66
37088,AFF0113,IMM04177,202405,-3469.82
37089,AFF0311,IMM01512,202402,6109.21
37090,AFF0338,IMM02370,202311,-4960.4
37091,AFF0470,IMM07569,202306,-5106.45
37092,AFF0213,IMM04047,202404,2230.81
37093,AFF0164,IMM07543,202408,616.25
37094,AFF0032,IMM06115,202309,4843.95
37095,AFF0491,IMM05799,202410,7677.7
37096,AFF0309,IMM05670,202307,877.35
37097,AFF0147,IMM04088,202409,8038.11
37098,AFF0157,IMM05010,202412,6634.26
37099,AFF0450,IMM03074,202404,-4094.25
37100,AFF0098,IMM03805,202407,-9966.27
37101,AFF0258,IMM06106,202312,-3373.72
37102,AFF0467,IMM00321,202301,3715.01
37103,AFF0324,IMM07064,202404,4978.15
37104,AFF0048,IMM07575,202410,918.81
37105,AFF0189,IMM06751,202401,3468.97
37106,AFF0299,IMM02069,202402,3475.45
37107,AFF0215,IMM04767,202410,5357.66
37108,AFF0167,IMM04046,202309,8285.14
37109,AFF0297,IMM06657,202403,686.34
37110,AFF0465,IMM02717,202410,-2078.93
37111,AFF0087,IMM07733,202305,5782.33
37112,AFF0280,IMM07338,202302,-885.04
37113,AFF0082,IMM06334,202304,5792.33
37114,AFF0336,IMM04706,202303,-2730.35
37115,AFF0204,IMM03841,202303,-546.55
37116,AFF0379,IMM03496,202412,-1940.31
37117,AFF0270,IMM05514,202408,-2428.36
37118,AFF0064,IMM04216,202304,-3116.64
37119,AFF0339,IMM02302,202403,-3560.98
37120,AFF0144,IMM08276,202408,-993.12
37121,AFF0197,IMM08281,202403,-8410.7
37122,AFF0179,IMM08853,202411,2588.09
37123,AFF0236,IMM09783,202412,7747.29
37124,AFF0346,IMM05758,202406,6333.06
37125,AFF0347,IMM06890,202304,836.42
37126,AFF0171,IMM03282,202302,4587.48
37127,AFF0008,IMM02495,202302,7168.93
37128,AFF0043,IMM09846,202411,5988.75
37129,AFF0480,IMM05358,202405,1103.63
37130,AFF0404,IMM05905,202411,4548.42
37131,AFF0411,IMM06465,202403,-592.9
37132,AFF0199,IMM09805,202310,-1353.34
37133,AFF0018,IMM00995,202404,4990.94
37134,AFF0445,IMM02202,202401,-6805.33
37135,AFF0173,IMM06144,202308,209.23
37136,AFF0430,IMM08098,202409,-4720.33
37137,AFF0255,IMM03218,202306,8283.08
37138,AFF0338,IMM09085,202311,6955.38
37139,AFF0279,IMM03780,202301,1732.7
37140,AFF0058,IMM07177,202307,-7454.51
37141,AFF0200,IMM09400,202302,3765.36
37142,AFF0023,IMM01191,202308,9758.51
37143,AFF0038,IMM07551,202401,-9884.17
37144,AFF0178,IMM05293,202312,5898.81
37145,AFF0014,IMM02605,202403,5581.39
37146,AFF0047,IMM00919,202303,-3619.95
37147,AFF0020,IMM02357,202410,2927.63
37148,AFF0416,IMM09100,202308,5367.12
37149,AFF0375,IMM08708,202306,1992.6
37150,AFF0386,IMM04091,202307,-9415.05
37151,AFF0442,IMM02645,202403,2719.8
37152,AFF0372,IMM09959,202306,-7746.79
37153,AFF0171,IMM02913,202411,-4468.57
37154,AFF0173,IMM04124,202401,-6433.47
37155,AFF0369,IMM03492,202304,-9819.8
37156,AFF0379,IMM09991,202407,9907.44
37157,AFF0317,IMM03805,202408,2571.54
37158,AFF0478,IMM01443,202302,9864.06
37159,AFF0344,IMM02910,202310,360.34
37160,AFF0426,IMM01522,202401,8033.5
37161,AFF0243,IMM01535,202310,6635.47
37162,AFF0352,IMM09943,202401,-7572.97
37163,AFF0120,IMM05073,202312,391.93
37164,AFF0454,IMM08403,202404,8365.37
37165,AFF0190,IMM01753,202310,3862.43
37166,AFF0342,IMM00499,202405,837.93
37167,AFF0032,IMM03080,202311,-1647.32
37168,AFF0425,IMM02303,202301,3466.08
37169,AFF0410,IMM03754,202306,7941.08
37170,AFF0334,IMM08681,202401,1320.52
37171,AFF0470,IMM07010,202302,2016.72
37172,AFF0377,IMM02317,202402,-1014.72
37173,AFF0099,IMM04247,202311,-6261.57
37174,AFF0109,IMM06035,202305,8371.96
37175,AFF0447,IMM00576,202409,8622.94
37176,AFF0003,IMM02097,202402,810.37
37177,AFF0100,IMM06778,202309,7244.29
37178,AFF0361,IMM02599,202412,2628.55
37179,AFF0077,IMM05380,202311,-7883.08
37180,AFF0349,IMM02001,202308,9240.58
37181,AFF0385,IMM06922,202305,-5071.58
37182,AFF0104,IMM04019,202405,3071.09
37183,AFF0216,IMM05319,202307,5830.3
37184,AFF0230,IMM09821,202406,-3588.61
37185,AFF0274,IMM06202,202402,8310.19
37186,AFF0414,IMM05958,202312,-8323.24
37187,AFF0131,IMM05842,202306,2248.9
37188,AFF0428,IMM03629,202408,6295.38
37189,AFF0212,IMM00926,202304,1844.02
37190,AFF0449,IMM06325,202302,4512.41
37191,AFF0453,IMM02846,202311,1381.06
37192,AFF0213,IMM02566,202405,-283.67
37193,AFF0417,IMM01930,202403,7410.99
37194,AFF0256,IMM06077,202308,8971.06
37195,AFF0326,IMM06306,202304,9310.9
37196,AFF0453,IMM04648,202402,8384.88
37197,AFF0346,IMM04341,202307,8384.56
37198,AFF0246,IMM02846,202305,-8058.27
37199,AFF0284,IMM05761,202303,4126.2
37200,AFF0481,IMM04741,202304,9817.5
37201,AFF0281,IMM02179,202409,4853.86
37202,AFF0146,IMM07130,202410,-6074.82
37203,AFF0099,IMM06170,202403,-5633.25
37204,AFF0368,IMM09194,202303,5959.62
37205,AFF0423,IMM02666,202403,1681.27
37206,AFF0236,IMM07195,202408,-8342.88
37207,AFF0445,IMM08761,202407,8036.71
37208,AFF0388,IMM02246,202305,-941.5
37209,AFF0049,IMM09586,202310,-4426.21
37210,AFF0060,IMM07429,202402,6095.41
37211,AFF0499,IMM05875,202301,5928.57
37212,AFF0452,IMM06085,202302,6260.78
37213,AFF0150,IMM06070,202404,-5812.75
37214,AFF0019,IMM03559,202408,4741.53
37215,AFF0238,IMM01978,202401,7119.2
37216,AFF0012,IMM03424,202406,7173.23
37217,AFF0314,IMM07308,202403,-6407.71
37218,AFF0398,IMM05746,202404,-520.98
37219,AFF0298,IMM05877,202407,7558.65
37220,AFF0438,IMM00040,202312,6349.76
37221,AFF0126,IMM05425,202311,-4427.07
37222,AFF0280,IMM01940,202405,-5127.73
37223,AFF0007,IMM04179,202402,-6358.56
37224,AFF0392,IMM03648,202312,-8322.13
37225,AFF0009,IMM01694,202308,1331.1
37226,AFF0483,IMM08299,202412,-2656.52
37227,AFF0136,IMM02779,202305,-2472.82
37228,AFF0358,IMM04470,202403,1854.01
37229,AFF0225,IMM05525,202306,5978.23
37230,AFF0131,IMM09189,202407,-5999.18
37231,AFF0243,IMM05003,202302,-2304.34
37232,AFF0482,IMM00352,202405,-1040.82
37233,AFF0255,IMM06193,202306,-6177.36
37234,AFF0190,IMM03384,202410,740.53
37235,AFF0391,IMM00202,202404,-1271.94
37236,AFF0254,IMM09812,202405,7561.45
37237,AFF0031,IMM05408,202304,9987.59
37238,AFF0135,IMM00147,202307,7638.33
37239,AFF0326,IMM03510,202404,205.11
37240,AFF0158,IMM06877,202408,-9355.65
37241,AFF0214,IMM03369,202404,4044.29
37242,AFF0369,IMM09147,202408,2824.68
37243,AFF0414,IMM07229,202304,-1610.96
37244,AFF0274,IMM02402,202311,69.31
37245,AFF0136,IMM07355,202408,2122.58
37246,AFF0344,IMM06981,202407,6170.92
37247,AFF0028,IMM07166,202311,-3754.66
37248,AFF0436,IMM08782,202412,8267.85
37249,AFF0067,IMM02781,202302,-644.52
37250,AFF0298,IMM02884,202302,-9862.05
37251,AFF0480,IMM09844,202309,-7568.29
37252,AFF0362,IMM04234,202311,1187.92
37253,AFF0452,IMM05554,202411,20.31
37254,AFF0009,IMM03547,202403,7588.65
37255,AFF0252,IMM03294,202405,1446.75
37256,AFF0420,IMM07029,202310,-2563.98
37257,AFF0318,IMM00471,202310,-1224.91
37258,AFF0367,IMM08517,202408,-2402.21
37259,AFF0138,IMM03015,202302,4010.36
37260,AFF0082,IMM06452,202308,8664.63
37261,AFF0445,IMM05345,202406,-2206.7
37262,AFF0402,IMM01254,202411,2565.94
37263,AFF0118,IMM05010,202405,3820.19
37264,AFF0183,IMM03076,202302,-1760.67
37265,AFF0027,IMM02360,202311,-7340.62
37266,AFF0192,IMM01739,202409,-4771.97
37267,AFF0367,IMM05725,202304,8663.61
37268,AFF0326,IMM07820,202411,-3004.27
37269,AFF0068,IMM08203,202303,-4827.01
37270,AFF0191,IMM00690,202406,-5796.45
37271,AFF0193,IMM08674,202309,1947.03
37272,AFF0070,IMM02499,202405,9088.36
37273,AFF0125,IMM06536,202311,-7951.74
37274,AFF0071,IMM03869,202408,-5070.9
37275,AFF0145,IMM04590,202306,2102.89
37276,AFF0232,IMM03081,202407,7269.8
37277,AFF0138,IMM02860,202310,-6897.4
37278,AFF0227,IMM00122,202302,-1550.54
37279,AFF0255,IMM06134,202406,8346.23
37280,AFF0392,IMM01363,202403,3372.39
37281,AFF0216,IMM05588,202412,3570.96
37282,AFF0345,IMM02979,202301,-1529.68
37283,AFF0157,IMM04058,202409,7141.92
37284,AFF0309,IMM05212,202307,-3886.75
37285,AFF0207,IMM09755,202307,8290.97
37286,AFF0452,IMM05255,202304,1469.74
37287,AFF0052,IMM05080,202311,-5385.6
37288,AFF0308,IMM01412,202409,-6294.05
37289,AFF0430,IMM03186,202407,971.58
37290,AFF0256,IMM05101,202303,-5632.83
37291,AFF0087,IMM05991,202306,-6546.38
37292,AFF0396,IMM00121,202404,-4131.8
37293,AFF0202,IMM04846,202405,-7553.36
37294,AFF0378,IMM01588,202304,6613.28
37295,AFF0204,IMM04714,202302,-9874.76
37296,AFF0491,IMM03379,202301,3643.35
37297,AFF0496,IMM02193,202309,8890.13
37298,AFF0130,IMM03153,202410,8297.01
37299,AFF0227,IMM01157,202409,-5645.49
37300,AFF0268,IMM08064,202309,9101.36
37301,AFF0082,IMM06945,202407,1950.59
37302,AFF0299,IMM07148,202410,-7277.01
37303,AFF0003,IMM09606,202408,-3279.57
37304,AFF0314,IMM03327,202310,-380.1
37305,AFF0012,IMM00813,202308,-4456.97
37306,AFF0317,IMM08990,202402,-8266.36
37307,AFF0398,IMM04679,202405,4664.26
37308,AFF0145,IMM06286,202304,8399.43
37309,AFF0374,IMM04811,202304,-8981.61
37310,AFF0033,IMM07501,202306,-768.17
37311,AFF0226,IMM01314,202305,-2348.66
37312,AFF0470,IMM09401,202412,-846.77
37313,AFF0084,IMM06057,202412,-7241.79
37314,AFF0369,IMM03202,202411,723.24
37315,AFF0364,IMM09089,202402,-3936.7
37316,AFF0247,IMM08816,202411,-8683.02
37317,AFF0339,IMM06001,202412,-6237.27
37318,AFF0343,IMM00693,202402,1256.26
37319,AFF0338,IMM07790,202311,5571.44
37320,AFF0081,IMM04806,202308,6390.37
37321,AFF0460,IMM01444,202308,-225.44
37322,AFF0291,IMM08449,202302,-2430.29
37323,AFF0126,IMM01845,202309,-9676.43
37324,AFF0467,IMM01266,202405,2201.63
37325,AFF0064,IMM05854,202311,-7441.22
37326,AFF0213,IMM08193,202401,-980.58
37327,AFF0309,IMM04889,202405,2633.32
37328,AFF0176,IMM00886,202302,3231.71
37329,AFF0279,IMM01376,202408,6635.69
37330,AFF0181,IMM06846,202301,-3085.27
37331,AFF0285,IMM07586,202305,-649.43
37332,AFF0023,IMM06084,202405,-6495.02
37333,AFF0385,IMM04739,202302,-1455.51
37334,AFF0084,IMM05586,202311,2742.05
37335,AFF0393,IMM08351,202303,5655.96
37336,AFF0368,IMM04065,202305,-3698.67
37337,AFF0482,IMM04214,202303,-7125.21
37338,AFF0493,IMM04882,202306,-3795.74
37339,AFF0284,IMM00279,202312,8715.34
37340,AFF0342,IMM05848,202406,8111.94
37341,AFF0475,IMM00528,202408,7508.08
37342,AFF0250,IMM07320,202306,-2512.82
37343,AFF0069,IMM08170,202310,-1962.74
37344,AFF0259,IMM07017,202402,-3253.47
37345,AFF0483,IMM02948,202303,-5424.73
37346,AFF0230,IMM08179,202406,-5067.62
37347,AFF0268,IMM01234,202412,9110.97
37348,AFF0443,IMM09066,202405,-8513.03
37349,AFF0235,IMM02940,202306,-101.44
37350,AFF0482,IMM07152,202403,-5097.02
37351,AFF0068,IMM09278,202306,8291.97
37352,AFF0467,IMM02482,202410,-7864.73
37353,AFF0475,IMM07742,202308,-6330.09
37354,AFF0417,IMM00064,202403,1978.56
37355,AFF0222,IMM05858,202306,2732.75
37356,AFF0175,IMM01899,202406,7783.57
37357,AFF0137,IMM02957,202410,-6142.0
37358,AFF0292,IMM06031,202302,-1563.38
37359,AFF0108,IMM09713,202305,-4371.38
37360,AFF0023,IMM03871,202402,2911.39
37361,AFF0009,IMM00852,202407,-6482.18
37362,AFF0222,IMM05730,202311,-1864.6
37363,AFF0263,IMM07376,202411,2879.66
37364,AFF0326,IMM05519,202409,-7258.57
37365,AFF0013,IMM05370,202404,-7846.73
37366,AFF0494,IMM02761,202410,6702.92
37367,AFF0447,IMM01703,202305,9504.94
37368,AFF0094,IMM03266,202402,-3502.62
37369,AFF0281,IMM01426,202410,-8989.08
37370,AFF0150,IMM06848,202412,-8639.52
37371,AFF0151,IMM06914,202407,-5153.57
37372,AFF0040,IMM04994,202403,-1487.81
37373,AFF0103,IMM06792,202412,8351.22
37374,AFF0026,IMM00217,202302,-3702.55
37375,AFF0049,IMM04989,202307,8205.26
37376,AFF0184,IMM00086,202403,-7051.77
37377,AFF0015,IMM06481,202310,-665.6
37378,AFF0203,IMM08417,202308,6105.92
37379,AFF0155,IMM05860,202311,-7740.57
37380,AFF0308,IMM00614,202311,2935.51
37381,AFF0074,IMM04606,202311,8529.29
37382,AFF0155,IMM03495,202403,5721.68
37383,AFF0353,IMM07649,202301,-4545.44
37384,AFF0154,IMM07776,202411,-7388.88
37385,AFF0387,IMM07887,202310,3540.35
37386,AFF0199,IMM08675,202409,-6621.92
37387,AFF0256,IMM08474,202406,-281.28
37388,AFF0347,IMM00909,202403,9474.78
37389,AFF0263,IMM08121,202301,1556.86
37390,AFF0022,IMM09802,202304,5084.31
37391,AFF0121,IMM01494,202302,-6496.68
37392,AFF0498,IMM02184,202403,4892.46
37393,AFF0424,IMM01000,202403,-9676.62
37394,AFF0131,IMM01893,202411,1235.96
37395,AFF0424,IMM04332,202308,-66.76
37396,AFF0344,IMM07040,202407,4253.58
37397,AFF0116,IMM09446,202406,2779.31
37398,AFF0421,IMM08257,202404,5870.31
37399,AFF0018,IMM03980,202411,-5232.91
37400,AFF0463,IMM02589,202407,-2294.0
37401,AFF0388,IMM08063,202412,-7399.57
